iteration logLik intercept1 intercept1_p intercept1_a pcov2 pcov2_p pcov2_a pcov3 pcov3_p pcov3_a pcov4 pcov4_p pcov4_a intercept2 intercept2_p intercept2_a intercept3 intercept3_p intercept3_a intercept4 intercept4_p intercept4_a pcov pcov_p pcov_a data_p data_a
0 -1.51345e+17 0 0 0 25.1264 0 0 -7.79549 0 0 0 0 0 13.1367 0 0 0 0 0 0 0 0 0 0 0 0 0
100 -318.225 0 0 0 0.658667 100 46 1.60193 100 41 0 0 0 -2.3879 100 37 0 0 0 0 0 0 0 0 0 0 0
200 -319.244 0 0 0 0.563735 100 21 2.58561 100 16 0 0 0 -2.33117 100 17 0 0 0 0 0 0 0 0 0 0 0
300 -318.127 0 0 0 0.951062 100 27 2.43998 100 27 0 0 0 -2.59296 100 17 0 0 0 0 0 0 0 0 0 0 0
400 -318.738 0 0 0 0.611441 100 14 0.800582 100 22 0 0 0 -2.42108 100 19 0 0 0 0 0 0 0 0 0 0 0
500 -319.623 0 0 0 0.209526 100 28 0.342747 100 16 0 0 0 -2.18756 100 22 0 0 0 0 0 0 0 0 0 0 0
600 -318.631 0 0 0 0.421588 100 27 0.771078 100 26 0 0 0 -2.18127 100 23 0 0 0 0 0 0 0 0 0 0 0
700 -321.255 0 0 0 1.35375 100 23 1.79996 100 23 0 0 0 -2.98606 100 20 0 0 0 0 0 0 0 0 0 0 0
800 -319.764 0 0 0 0.732289 100 22 3.54104 100 27 0 0 0 -2.43725 100 14 0 0 0 0 0 0 0 0 0 0 0
900 -319.891 0 0 0 1.61561 100 19 3.05992 100 26 0 0 0 -2.96208 100 13 0 0 0 0 0 0 0 0 0 0 0
1000 -319.457 0 0 0 0.918096 100 24 2.11716 100 21 0 0 0 -2.73508 100 15 0 0 0 0 0 0 0 0 0 0 0
1100 -318.472 0 0 0 0.479754 100 13 0.758143 100 25 0 0 0 -2.25869 100 19 0 0 0 0 0 0 0 0 0 0 0
1200 -319.646 0 0 0 0.342857 100 22 0.408385 100 25 0 0 0 -2.00191 100 18 0 0 0 0 0 0 0 0 0 0 0
1300 -320.554 0 0 0 1.06306 100 19 4.73567 100 26 0 0 0 -2.93882 100 21 0 0 0 0 0 0 0 0 0 0 0
1400 -320.16 0 0 0 1.51739 100 24 2.25546 100 30 0 0 0 -2.92848 100 15 0 0 0 0 0 0 0 0 0 0 0
1500 -319.514 0 0 0 0.861355 100 28 0.0941745 100 24 0 0 0 -2.52043 100 23 0 0 0 0 0 0 0 0 0 0 0
1600 -319.361 0 0 0 0.366795 100 23 0.372123 100 16 0 0 0 -2.2994 100 26 0 0 0 0 0 0 0 0 0 0 0
1700 -318.256 0 0 0 1.07114 100 25 2.98353 100 22 0 0 0 -2.70118 100 16 0 0 0 0 0 0 0 0 0 0 0
1800 -320.403 0 0 0 1.1786 100 24 0.788881 100 16 0 0 0 -2.75829 100 19 0 0 0 0 0 0 0 0 0 0 0
1900 -320.575 0 0 0 0.127645 100 26 -2.45769 100 27 0 0 0 -1.87892 100 16 0 0 0 0 0 0 0 0 0 0 0
2000 -319.68 0 0 0 0.657265 100 26 -1.06298 100 24 0 0 0 -2.23896 100 26 0 0 0 0 0 0 0 0 0 0 0
2100 -321.829 0 0 0 1.87351 100 26 6.3026 100 24 0 0 0 -3.49496 100 20 0 0 0 0 0 0 0 0 0 0 0
2200 -318.338 0 0 0 1.17121 100 17 3.43546 100 19 0 0 0 -2.73157 100 18 0 0 0 0 0 0 0 0 0 0 0
2300 -319.671 0 0 0 1.13143 100 18 4.58113 100 17 0 0 0 -2.68004 100 17 0 0 0 0 0 0 0 0 0 0 0
2400 -318.467 0 0 0 0.760308 100 20 0.750201 100 19 0 0 0 -2.44114 100 12 0 0 0 0 0 0 0 0 0 0 0
2500 -321.46 0 0 0 1.05163 100 23 -0.769918 100 25 0 0 0 -2.4032 100 19 0 0 0 0 0 0 0 0 0 0 0
2600 -322.272 0 0 0 0.337333 100 27 0.249344 100 25 0 0 0 -2.46925 100 17 0 0 0 0 0 0 0 0 0 0 0
2700 -320.313 0 0 0 1.1131 100 23 4.23309 100 19 0 0 0 -2.96843 100 17 0 0 0 0 0 0 0 0 0 0 0
2800 -319.647 0 0 0 0.972907 100 26 1.00556 100 29 0 0 0 -2.34513 100 24 0 0 0 0 0 0 0 0 0 0 0
2900 -319.634 0 0 0 1.38564 100 20 2.36229 100 17 0 0 0 -2.91273 100 22 0 0 0 0 0 0 0 0 0 0 0
3000 -318.548 0 0 0 1.03916 100 27 3.29097 100 19 0 0 0 -2.74619 100 13 0 0 0 0 0 0 0 0 0 0 0
3100 -319.513 0 0 0 1.24981 100 25 1.32622 100 29 0 0 0 -2.665 100 17 0 0 0 0 0 0 0 0 0 0 0
3200 -319.756 0 0 0 0.869255 100 22 -0.309795 100 20 0 0 0 -2.47325 100 17 0 0 0 0 0 0 0 0 0 0 0
3300 -318.942 0 0 0 0.424711 100 20 1.62663 100 28 0 0 0 -2.26283 100 24 0 0 0 0 0 0 0 0 0 0 0
3400 -318.646 0 0 0 0.464424 100 19 0.396113 100 29 0 0 0 -2.27409 100 19 0 0 0 0 0 0 0 0 0 0 0
3500 -318.156 0 0 0 0.756167 100 24 1.61495 100 24 0 0 0 -2.45735 100 13 0 0 0 0 0 0 0 0 0 0 0
3600 -318.841 0 0 0 0.722432 100 18 2.97506 100 18 0 0 0 -2.46113 100 26 0 0 0 0 0 0 0 0 0 0 0
3700 -318.473 0 0 0 0.711605 100 18 2.25249 100 29 0 0 0 -2.37492 100 16 0 0 0 0 0 0 0 0 0 0 0
3800 -318.74 0 0 0 0.494765 100 18 1.7602 100 19 0 0 0 -2.31681 100 21 0 0 0 0 0 0 0 0 0 0 0
3900 -318.692 0 0 0 1.17609 100 21 2.44549 100 24 0 0 0 -2.59983 100 21 0 0 0 0 0 0 0 0 0 0 0
4000 -318.423 0 0 0 0.573167 100 21 0.540622 100 18 0 0 0 -2.31486 100 17 0 0 0 0 0 0 0 0 0 0 0
4100 -319.723 0 0 0 1.09576 100 20 3.87412 100 21 0 0 0 -2.91114 100 23 0 0 0 0 0 0 0 0 0 0 0
4200 -318.895 0 0 0 0.880193 100 23 2.97452 100 22 0 0 0 -2.68952 100 15 0 0 0 0 0 0 0 0 0 0 0
4300 -319.571 0 0 0 1.66825 100 24 4.13722 100 30 0 0 0 -3.09669 100 12 0 0 0 0 0 0 0 0 0 0 0
4400 -319.711 0 0 0 1.0364 100 20 2.93581 100 30 0 0 0 -2.85394 100 20 0 0 0 0 0 0 0 0 0 0 0
4500 -319.82 0 0 0 0.26505 100 24 -1.7461 100 23 0 0 0 -2.02578 100 16 0 0 0 0 0 0 0 0 0 0 0
4600 -318.355 0 0 0 0.626658 100 13 1.62159 100 14 0 0 0 -2.40436 100 16 0 0 0 0 0 0 0 0 0 0 0
4700 -318.446 0 0 0 0.824072 100 29 0.827049 100 24 0 0 0 -2.37982 100 16 0 0 0 0 0 0 0 0 0 0 0
4800 -320.03 0 0 0 0.604253 100 17 2.79614 100 26 0 0 0 -2.27017 100 21 0 0 0 0 0 0 0 0 0 0 0
4900 -320.037 0 0 0 0.439758 100 22 -1.59684 100 24 0 0 0 -2.19248 100 25 0 0 0 0 0 0 0 0 0 0 0
5000 -319.735 0 0 0 1.00062 100 21 4.6364 100 23 0 0 0 -2.75207 100 19 0 0 0 0 0 0 0 0 0 0 0
5100 -318.841 0 0 0 0.381413 100 21 -0.342962 100 21 0 0 0 -2.1561 100 12 0 0 0 0 0 0 0 0 0 0 0
5200 -320.589 0 0 0 -0.0808091 100 23 -0.480273 100 13 0 0 0 -1.91929 100 20 0 0 0 0 0 0 0 0 0 0 0
5300 -318.99 0 0 0 0.666706 100 27 1.70759 100 19 0 0 0 -2.53263 100 23 0 0 0 0 0 0 0 0 0 0 0
5400 -318.525 0 0 0 1.0615 100 20 2.18538 100 22 0 0 0 -2.7052 100 17 0 0 0 0 0 0 0 0 0 0 0
5500 -320.911 0 0 0 1.89765 100 22 6.89739 100 16 0 0 0 -3.33059 100 15 0 0 0 0 0 0 0 0 0 0 0
5600 -318.886 0 0 0 1.32786 100 31 4.36455 100 26 0 0 0 -2.93937 100 16 0 0 0 0 0 0 0 0 0 0 0
5700 -319.308 0 0 0 0.324401 100 23 0.381177 100 30 0 0 0 -2.03044 100 20 0 0 0 0 0 0 0 0 0 0 0
5800 -318.68 0 0 0 1.00905 100 21 3.45354 100 19 0 0 0 -2.57634 100 17 0 0 0 0 0 0 0 0 0 0 0
5900 -320.635 0 0 0 1.40861 100 21 3.79498 100 22 0 0 0 -2.66404 100 16 0 0 0 0 0 0 0 0 0 0 0
6000 -319.401 0 0 0 0.237413 100 25 -1.13244 100 27 0 0 0 -2.004 100 14 0 0 0 0 0 0 0 0 0 0 0
6100 -318.368 0 0 0 0.656427 100 19 0.939143 100 17 0 0 0 -2.27434 100 19 0 0 0 0 0 0 0 0 0 0 0
6200 -318.24 0 0 0 1.08008 100 22 3.07975 100 21 0 0 0 -2.64943 100 26 0 0 0 0 0 0 0 0 0 0 0
6300 -319.028 0 0 0 0.389225 100 24 -0.69635 100 24 0 0 0 -2.1524 100 23 0 0 0 0 0 0 0 0 0 0 0
6400 -318.658 0 0 0 1.11739 100 24 2.43811 100 19 0 0 0 -2.5543 100 23 0 0 0 0 0 0 0 0 0 0 0
6500 -319.344 0 0 0 1.0033 100 24 0.468362 100 21 0 0 0 -2.44789 100 21 0 0 0 0 0 0 0 0 0 0 0
6600 -318.208 0 0 0 1.08588 100 22 2.98229 100 24 0 0 0 -2.67813 100 17 0 0 0 0 0 0 0 0 0 0 0
6700 -318.424 0 0 0 0.971931 100 26 3.11693 100 19 0 0 0 -2.68031 100 19 0 0 0 0 0 0 0 0 0 0 0
6800 -319.327 0 0 0 0.837851 100 21 3.84502 100 18 0 0 0 -2.59006 100 23 0 0 0 0 0 0 0 0 0 0 0
6900 -320.819 0 0 0 -0.0195301 100 24 0.350835 100 14 0 0 0 -2.06183 100 14 0 0 0 0 0 0 0 0 0 0 0
7000 -319.065 0 0 0 0.973347 100 23 3.81469 100 19 0 0 0 -2.57983 100 16 0 0 0 0 0 0 0 0 0 0 0
7100 -320.341 0 0 0 0.808142 100 19 2.1587 100 19 0 0 0 -2.24178 100 17 0 0 0 0 0 0 0 0 0 0 0
7200 -322.948 0 0 0 -0.0371855 100 24 0.0926143 100 32 0 0 0 -2.23233 100 18 0 0 0 0 0 0 0 0 0 0 0
7300 -319.404 0 0 0 0.419117 100 20 1.80786 100 25 0 0 0 -2.18311 100 16 0 0 0 0 0 0 0 0 0 0 0
