iteration logLik intercept1 intercept1_p intercept1_a pcov2 pcov2_p pcov2_a pcov3 pcov3_p pcov3_a pcov4 pcov4_p pcov4_a intercept2 intercept2_p intercept2_a intercept3 intercept3_p intercept3_a intercept4 intercept4_p intercept4_a pcov pcov_p pcov_a data_p data_a
0 -3.65606e+06 0 0 0 5.24898 0 0 -14.8568 0 0 0 0 0 5.68189 0 0 0 0 0 0 0 0 0 0 0 0 0
100 -250.759 0 0 0 1.01122 100 36 3.3348 100 29 0 0 0 -2.76431 100 26 0 0 0 0 0 0 0 0 0 0 0
200 -250.672 0 0 0 1.04157 100 36 3.31294 100 22 0 0 0 -2.73494 100 27 0 0 0 0 0 0 0 0 0 0 0
300 -251.956 0 0 0 1.86701 100 25 6.14507 100 23 0 0 0 -3.283 100 20 0 0 0 0 0 0 0 0 0 0 0
400 -251.241 0 0 0 0.889815 100 30 1.77036 100 24 0 0 0 -2.48431 100 20 0 0 0 0 0 0 0 0 0 0 0
500 -254.129 0 0 0 1.6966 100 30 4.60541 100 29 0 0 0 -2.80474 100 19 0 0 0 0 0 0 0 0 0 0 0
600 -251.284 0 0 0 0.673218 100 26 3.01658 100 17 0 0 0 -2.6686 100 26 0 0 0 0 0 0 0 0 0 0 0
700 -252.219 0 0 0 0.123941 100 21 1.26676 100 20 0 0 0 -2.1458 100 27 0 0 0 0 0 0 0 0 0 0 0
800 -251.494 0 0 0 1.28754 100 26 2.82902 100 24 0 0 0 -2.7924 100 30 0 0 0 0 0 0 0 0 0 0 0
900 -251.007 0 0 0 1.01319 100 34 4.51695 100 21 0 0 0 -2.70687 100 20 0 0 0 0 0 0 0 0 0 0 0
1000 -257.408 0 0 0 0.493857 100 37 5.5014 100 21 0 0 0 -3.09211 100 27 0 0 0 0 0 0 0 0 0 0 0
1100 -252.064 0 0 0 0.378945 100 21 2.89071 100 19 0 0 0 -2.54816 100 23 0 0 0 0 0 0 0 0 0 0 0
1200 -250.977 0 0 0 1.24548 100 30 3.73047 100 17 0 0 0 -2.89702 100 23 0 0 0 0 0 0 0 0 0 0 0
1300 -251.376 0 0 0 0.782642 100 22 3.64544 100 21 0 0 0 -2.77826 100 26 0 0 0 0 0 0 0 0 0 0 0
1400 -250.672 0 0 0 0.838684 100 25 2.83493 100 26 0 0 0 -2.55179 100 29 0 0 0 0 0 0 0 0 0 0 0
1500 -252.961 0 0 0 1.9265 100 24 6.13424 100 15 0 0 0 -3.13778 100 17 0 0 0 0 0 0 0 0 0 0 0
1600 -253.011 0 0 0 1.97473 100 30 7.35076 100 21 0 0 0 -3.57834 100 28 0 0 0 0 0 0 0 0 0 0 0
1700 -254.846 0 0 0 0.384845 100 34 -1.9404 100 24 0 0 0 -2.0111 100 18 0 0 0 0 0 0 0 0 0 0 0
1800 -251.412 0 0 0 0.937158 100 35 5.0284 100 21 0 0 0 -2.77555 100 19 0 0 0 0 0 0 0 0 0 0 0
1900 -251.501 0 0 0 0.934494 100 35 5.02305 100 18 0 0 0 -2.87878 100 22 0 0 0 0 0 0 0 0 0 0 0
2000 -252.769 0 0 0 1.26267 100 27 4.62237 100 14 0 0 0 -2.62941 100 19 0 0 0 0 0 0 0 0 0 0 0
2100 -251.889 0 0 0 0.783278 100 29 0.79023 100 22 0 0 0 -2.43929 100 23 0 0 0 0 0 0 0 0 0 0 0
2200 -252.765 0 0 0 1.31764 100 35 5.85973 100 16 0 0 0 -2.80281 100 22 0 0 0 0 0 0 0 0 0 0 0
2300 -250.701 0 0 0 1.17433 100 26 3.78518 100 16 0 0 0 -2.81424 100 15 0 0 0 0 0 0 0 0 0 0 0
2400 -251.797 0 0 0 0.410012 100 28 1.75296 100 20 0 0 0 -2.48026 100 22 0 0 0 0 0 0 0 0 0 0 0
2500 -250.782 0 0 0 1.10696 100 36 3.16002 100 17 0 0 0 -2.6955 100 31 0 0 0 0 0 0 0 0 0 0 0
2600 -254.7 0 0 0 1.85544 100 26 3.10081 100 18 0 0 0 -3.15522 100 21 0 0 0 0 0 0 0 0 0 0 0
2700 -251.138 0 0 0 0.541841 100 29 3.00059 100 22 0 0 0 -2.48999 100 21 0 0 0 0 0 0 0 0 0 0 0
2800 -250.747 0 0 0 0.988168 100 31 3.57169 100 19 0 0 0 -2.77685 100 19 0 0 0 0 0 0 0 0 0 0 0
2900 -252.979 0 0 0 1.22297 100 40 4.49133 100 23 0 0 0 -2.58704 100 28 0 0 0 0 0 0 0 0 0 0 0
3000 -250.808 0 0 0 0.727031 100 27 2.69563 100 19 0 0 0 -2.4691 100 28 0 0 0 0 0 0 0 0 0 0 0
3100 -253.005 0 0 0 1.58472 100 26 4.79948 100 20 0 0 0 -3.31368 100 22 0 0 0 0 0 0 0 0 0 0 0
3200 -251.047 0 0 0 1.06212 100 25 2.87294 100 27 0 0 0 -2.76939 100 26 0 0 0 0 0 0 0 0 0 0 0
3300 -251.15 0 0 0 0.776114 100 33 1.62876 100 19 0 0 0 -2.49926 100 17 0 0 0 0 0 0 0 0 0 0 0
3400 -251.391 0 0 0 1.43236 100 35 4.11266 100 29 0 0 0 -2.83027 100 20 0 0 0 0 0 0 0 0 0 0 0
3500 -252.252 0 0 0 0.815505 100 32 3.51727 100 18 0 0 0 -2.88134 100 14 0 0 0 0 0 0 0 0 0 0 0
3600 -253.755 0 0 0 2.24096 100 24 8.07157 100 26 0 0 0 -3.49915 100 23 0 0 0 0 0 0 0 0 0 0 0
3700 -252.152 0 0 0 0.815613 100 34 4.75143 100 23 0 0 0 -2.90583 100 26 0 0 0 0 0 0 0 0 0 0 0
3800 -251.2 0 0 0 0.808931 100 35 3.97197 100 16 0 0 0 -2.77351 100 17 0 0 0 0 0 0 0 0 0 0 0
3900 -250.727 0 0 0 0.726644 100 23 2.92689 100 23 0 0 0 -2.55001 100 19 0 0 0 0 0 0 0 0 0 0 0
4000 -254.308 0 0 0 1.61423 100 37 7.98383 100 20 0 0 0 -3.55245 100 27 0 0 0 0 0 0 0 0 0 0 0
4100 -251.233 0 0 0 1.31572 100 27 3.65222 100 17 0 0 0 -2.75215 100 24 0 0 0 0 0 0 0 0 0 0 0
4200 -251.254 0 0 0 0.824862 100 22 1.54602 100 19 0 0 0 -2.48391 100 22 0 0 0 0 0 0 0 0 0 0 0
4300 -252.745 0 0 0 1.70937 100 33 6.29093 100 18 0 0 0 -3.44022 100 16 0 0 0 0 0 0 0 0 0 0 0
4400 -251.704 0 0 0 1.42855 100 33 6.4144 100 20 0 0 0 -3.15073 100 23 0 0 0 0 0 0 0 0 0 0 0
4500 -251.962 0 0 0 1.15866 100 28 5.35051 100 21 0 0 0 -3.10336 100 21 0 0 0 0 0 0 0 0 0 0 0
4600 -251.673 0 0 0 0.453787 100 29 3.19002 100 20 0 0 0 -2.40537 100 27 0 0 0 0 0 0 0 0 0 0 0
4700 -251.414 0 0 0 0.51593 100 29 2.91377 100 24 0 0 0 -2.56496 100 28 0 0 0 0 0 0 0 0 0 0 0
4800 -250.97 0 0 0 1.15616 100 30 3.10098 100 17 0 0 0 -2.67951 100 20 0 0 0 0 0 0 0 0 0 0 0
4900 -250.921 0 0 0 1.21786 100 27 3.33508 100 14 0 0 0 -2.78316 100 24 0 0 0 0 0 0 0 0 0 0 0
5000 -252.447 0 0 0 1.1856 100 31 4.02779 100 15 0 0 0 -3.08834 100 29 0 0 0 0 0 0 0 0 0 0 0
5100 -251.342 0 0 0 0.389617 100 33 2.01379 100 25 0 0 0 -2.31994 100 24 0 0 0 0 0 0 0 0 0 0 0
5200 -253.644 0 0 0 -0.134394 100 28 1.557 100 23 0 0 0 -2.10293 100 16 0 0 0 0 0 0 0 0 0 0 0
5300 -253.359 0 0 0 0.142823 100 35 1.78594 100 16 0 0 0 -2.042 100 23 0 0 0 0 0 0 0 0 0 0 0
5400 -251.743 0 0 0 0.649019 100 32 4.20724 100 24 0 0 0 -2.55854 100 12 0 0 0 0 0 0 0 0 0 0 0
5500 -252.22 0 0 0 0.560933 100 29 4.29701 100 22 0 0 0 -2.54324 100 23 0 0 0 0 0 0 0 0 0 0 0
5600 -252.871 0 0 0 2.02757 100 28 7.26023 100 25 0 0 0 -3.56048 100 19 0 0 0 0 0 0 0 0 0 0 0
5700 -254.957 0 0 0 0.416411 100 34 2.92135 100 24 0 0 0 -2.09427 100 25 0 0 0 0 0 0 0 0 0 0 0
5800 -253.258 0 0 0 0.454088 100 30 4.65532 100 22 0 0 0 -2.68371 100 20 0 0 0 0 0 0 0 0 0 0 0
5900 -251.692 0 0 0 1.49543 100 25 3.70853 100 21 0 0 0 -2.87114 100 21 0 0 0 0 0 0 0 0 0 0 0
6000 -250.98 0 0 0 1.05679 100 29 3.31908 100 21 0 0 0 -2.82034 100 19 0 0 0 0 0 0 0 0 0 0 0
6100 -254.108 0 0 0 1.4972 100 29 3.51095 100 16 0 0 0 -2.63211 100 18 0 0 0 0 0 0 0 0 0 0 0
6200 -251.76 0 0 0 0.415804 100 32 1.09328 100 21 0 0 0 -2.17313 100 20 0 0 0 0 0 0 0 0 0 0 0
6300 -250.956 0 0 0 1.04493 100 25 3.98529 100 24 0 0 0 -2.64287 100 21 0 0 0 0 0 0 0 0 0 0 0
6400 -251.235 0 0 0 1.0266 100 30 3.99708 100 23 0 0 0 -2.90574 100 22 0 0 0 0 0 0 0 0 0 0 0
6500 -252.358 0 0 0 0.555394 100 33 0.611734 100 21 0 0 0 -2.15053 100 28 0 0 0 0 0 0 0 0 0 0 0
6600 -251.561 0 0 0 0.566168 100 32 2.20988 100 23 0 0 0 -2.58492 100 14 0 0 0 0 0 0 0 0 0 0 0
6700 -251.916 0 0 0 1.16468 100 35 3.05094 100 22 0 0 0 -2.93242 100 26 0 0 0 0 0 0 0 0 0 0 0
