iteration logLik intercept1 intercept1_p intercept1_a pcov2 pcov2_p pcov2_a pcov3 pcov3_p pcov3_a pcov4 pcov4_p pcov4_a intercept2 intercept2_p intercept2_a intercept3 intercept3_p intercept3_a intercept4 intercept4_p intercept4_a pcov pcov_p pcov_a data_p data_a
0 -2003.93 0 0 0 -4.36321 0 0 -0.453294 0 0 0 0 0 2.22952 0 0 0 0 0 0 0 0 0 0 0 0 0
100 -173.274 0 0 0 0.83215 100 50 3.50822 100 24 0 0 0 -2.47744 100 32 0 0 0 0 0 0 0 0 0 0 0
200 -174.54 0 0 0 0.759851 100 45 2.31547 100 25 0 0 0 -2.98019 100 31 0 0 0 0 0 0 0 0 0 0 0
300 -172.98 0 0 0 1.15812 100 53 5.57577 100 23 0 0 0 -3.00394 100 22 0 0 0 0 0 0 0 0 0 0 0
400 -171.909 0 0 0 0.44209 100 51 2.22694 100 20 0 0 0 -2.51638 100 29 0 0 0 0 0 0 0 0 0 0 0
500 -172.995 0 0 0 -0.165164 100 44 1.90947 100 26 0 0 0 -2.59649 100 26 0 0 0 0 0 0 0 0 0 0 0
600 -176.265 0 0 0 -0.836335 100 52 -2.45985 100 22 0 0 0 -1.76531 100 21 0 0 0 0 0 0 0 0 0 0 0
700 -172.202 0 0 0 0.175654 100 50 4.01605 100 20 0 0 0 -2.6573 100 31 0 0 0 0 0 0 0 0 0 0 0
800 -174.904 0 0 0 1.79942 100 46 6.37997 100 27 0 0 0 -3.40738 100 26 0 0 0 0 0 0 0 0 0 0 0
900 -174.541 0 0 0 0.55577 100 44 2.89249 100 28 0 0 0 -3.03375 100 30 0 0 0 0 0 0 0 0 0 0 0
1000 -172.154 0 0 0 0.414945 100 49 3.10971 100 18 0 0 0 -2.44222 100 21 0 0 0 0 0 0 0 0 0 0 0
1100 -173.298 0 0 0 -0.676304 100 40 1.50223 100 23 0 0 0 -2.15439 100 31 0 0 0 0 0 0 0 0 0 0 0
1200 -172.677 0 0 0 0.308967 100 43 0.711116 100 30 0 0 0 -2.28549 100 23 0 0 0 0 0 0 0 0 0 0 0
1300 -171.868 0 0 0 0.518882 100 43 3.5161 100 30 0 0 0 -2.60323 100 40 0 0 0 0 0 0 0 0 0 0 0
1400 -172.658 0 0 0 0.327522 100 47 4.27163 100 23 0 0 0 -2.89132 100 21 0 0 0 0 0 0 0 0 0 0 0
1500 -172.791 0 0 0 -0.179133 100 49 2.01152 100 23 0 0 0 -2.57203 100 32 0 0 0 0 0 0 0 0 0 0 0
1600 -173.174 0 0 0 0.325632 100 48 2.55181 100 27 0 0 0 -2.82141 100 23 0 0 0 0 0 0 0 0 0 0 0
1700 -171.838 0 0 0 0.464645 100 52 2.74943 100 28 0 0 0 -2.61438 100 16 0 0 0 0 0 0 0 0 0 0 0
1800 -173.269 0 0 0 0.978464 100 45 2.69928 100 27 0 0 0 -2.8733 100 26 0 0 0 0 0 0 0 0 0 0 0
1900 -173.657 0 0 0 0.684434 100 43 0.818643 100 19 0 0 0 -2.5817 100 28 0 0 0 0 0 0 0 0 0 0 0
2000 -174.661 0 0 0 1.27574 100 52 7.44503 100 25 0 0 0 -3.38326 100 24 0 0 0 0 0 0 0 0 0 0 0
2100 -174.7 0 0 0 -1.13664 100 44 1.39733 100 18 0 0 0 -2.22586 100 30 0 0 0 0 0 0 0 0 0 0 0
2200 -172.268 0 0 0 0.7496 100 41 4.03427 100 23 0 0 0 -2.89386 100 25 0 0 0 0 0 0 0 0 0 0 0
2300 -172.865 0 0 0 0.581528 100 36 1.64952 100 26 0 0 0 -2.66049 100 16 0 0 0 0 0 0 0 0 0 0 0
2400 -172.524 0 0 0 -0.0533871 100 51 0.676565 100 26 0 0 0 -2.18711 100 27 0 0 0 0 0 0 0 0 0 0 0
2500 -173.26 0 0 0 0.909171 100 45 3.04464 100 19 0 0 0 -2.9425 100 30 0 0 0 0 0 0 0 0 0 0 0
2600 -171.924 0 0 0 0.0252536 100 50 2.12045 100 21 0 0 0 -2.44603 100 23 0 0 0 0 0 0 0 0 0 0 0
2700 -176.188 0 0 0 1.84645 100 45 3.78789 100 17 0 0 0 -3.07404 100 25 0 0 0 0 0 0 0 0 0 0 0
2800 -173.662 0 0 0 0.154964 100 41 0.432886 100 25 0 0 0 -2.04465 100 32 0 0 0 0 0 0 0 0 0 0 0
2900 -173.002 0 0 0 0.637326 100 48 3.51048 100 22 0 0 0 -2.95775 100 34 0 0 0 0 0 0 0 0 0 0 0
3000 -172.404 0 0 0 0.628074 100 35 2.10283 100 24 0 0 0 -2.43672 100 24 0 0 0 0 0 0 0 0 0 0 0
3100 -173.729 0 0 0 0.186497 100 40 0.166173 100 23 0 0 0 -2.48978 100 23 0 0 0 0 0 0 0 0 0 0 0
3200 -173.896 0 0 0 0.594533 100 39 5.08607 100 20 0 0 0 -3.17282 100 31 0 0 0 0 0 0 0 0 0 0 0
3300 -173.509 0 0 0 0.0312902 100 47 1.83191 100 26 0 0 0 -2.70731 100 28 0 0 0 0 0 0 0 0 0 0 0
3400 -173.535 0 0 0 0.759029 100 54 5.69628 100 28 0 0 0 -2.78428 100 28 0 0 0 0 0 0 0 0 0 0 0
3500 -173.435 0 0 0 0.69396 100 38 6.12098 100 18 0 0 0 -2.9589 100 30 0 0 0 0 0 0 0 0 0 0 0
3600 -172.48 0 0 0 0.634487 100 49 2.2688 100 23 0 0 0 -2.41928 100 34 0 0 0 0 0 0 0 0 0 0 0
3700 -172.436 0 0 0 -0.312998 100 54 1.79569 100 24 0 0 0 -2.39405 100 22 0 0 0 0 0 0 0 0 0 0 0
3800 -171.948 0 0 0 0.61941 100 46 2.86796 100 27 0 0 0 -2.57128 100 28 0 0 0 0 0 0 0 0 0 0 0
3900 -172.909 0 0 0 0.0988656 100 49 2.68353 100 17 0 0 0 -2.75094 100 31 0 0 0 0 0 0 0 0 0 0 0
4000 -172.932 0 0 0 0.125948 100 56 3.11671 100 27 0 0 0 -2.80164 100 36 0 0 0 0 0 0 0 0 0 0 0
4100 -173.654 0 0 0 -0.157693 100 48 3.76784 100 24 0 0 0 -2.34237 100 24 0 0 0 0 0 0 0 0 0 0 0
4200 -173.174 0 0 0 0.118909 100 44 0.206315 100 19 0 0 0 -2.11347 100 25 0 0 0 0 0 0 0 0 0 0 0
4300 -174.561 0 0 0 0.959462 100 46 4.79927 100 29 0 0 0 -3.28981 100 27 0 0 0 0 0 0 0 0 0 0 0
4400 -172.412 0 0 0 0.0866361 100 46 1.20914 100 19 0 0 0 -2.46155 100 25 0 0 0 0 0 0 0 0 0 0 0
4500 -173.695 0 0 0 0.115827 100 42 -0.0795654 100 24 0 0 0 -2.42349 100 24 0 0 0 0 0 0 0 0 0 0 0
4600 -172.732 0 0 0 0.731693 100 46 3.43377 100 26 0 0 0 -2.49171 100 21 0 0 0 0 0 0 0 0 0 0 0
4700 -174.259 0 0 0 -0.161875 100 45 -0.314656 100 25 0 0 0 -2.41449 100 31 0 0 0 0 0 0 0 0 0 0 0
4800 -173.608 0 0 0 -0.708735 100 47 0.481996 100 19 0 0 0 -2.02421 100 27 0 0 0 0 0 0 0 0 0 0 0
4900 -176.062 0 0 0 -0.318651 100 46 -2.68016 100 20 0 0 0 -1.9275 100 28 0 0 0 0 0 0 0 0 0 0 0
5000 -172.773 0 0 0 -0.337207 100 47 2.0729 100 36 0 0 0 -2.2028 100 26 0 0 0 0 0 0 0 0 0 0 0
5100 -175.213 0 0 0 -0.281554 100 50 0.836011 100 24 0 0 0 -1.85045 100 23 0 0 0 0 0 0 0 0 0 0 0
5200 -173.617 0 0 0 -0.687374 100 45 0.729503 100 20 0 0 0 -2.02059 100 23 0 0 0 0 0 0 0 0 0 0 0
5300 -173.433 0 0 0 0.360847 100 39 0.321973 100 29 0 0 0 -2.17388 100 29 0 0 0 0 0 0 0 0 0 0 0
5400 -173.94 0 0 0 0.748089 100 44 2.06609 100 26 0 0 0 -2.88003 100 23 0 0 0 0 0 0 0 0 0 0 0
5500 -172.789 0 0 0 0.13932 100 38 2.8002 100 25 0 0 0 -2.27313 100 24 0 0 0 0 0 0 0 0 0 0 0
5600 -173.043 0 0 0 -0.173684 100 46 0.671436 100 17 0 0 0 -2.41998 100 22 0 0 0 0 0 0 0 0 0 0 0
5700 -173.353 0 0 0 -0.0415802 100 44 3.86129 100 31 0 0 0 -2.84292 100 28 0 0 0 0 0 0 0 0 0 0 0
5800 -172.216 0 0 0 -0.0932443 100 53 2.74964 100 25 0 0 0 -2.55203 100 26 0 0 0 0 0 0 0 0 0 0 0
5900 -174.8 0 0 0 -0.901313 100 46 1.2797 100 26 0 0 0 -1.95905 100 23 0 0 0 0 0 0 0 0 0 0 0
6000 -173.659 0 0 0 0.505016 100 39 0.669391 100 30 0 0 0 -2.58684 100 24 0 0 0 0 0 0 0 0 0 0 0
6100 -172.827 0 0 0 -0.211035 100 45 1.36746 100 28 0 0 0 -2.48431 100 25 0 0 0 0 0 0 0 0 0 0 0
6200 -173.028 0 0 0 -0.437329 100 48 2.93762 100 19 0 0 0 -2.52846 100 21 0 0 0 0 0 0 0 0 0 0 0
6300 -172.421 0 0 0 0.780371 100 49 2.95144 100 23 0 0 0 -2.53547 100 30 0 0 0 0 0 0 0 0 0 0 0
6400 -173.193 0 0 0 1.13317 100 45 2.8662 100 23 0 0 0 -2.76867 100 24 0 0 0 0 0 0 0 0 0 0 0
6500 -173.038 0 0 0 0.474734 100 40 4.93209 100 23 0 0 0 -2.643 100 28 0 0 0 0 0 0 0 0 0 0 0
6600 -173.924 0 0 0 -0.0588181 100 44 0.0822917 100 28 0 0 0 -2.46779 100 26 0 0 0 0 0 0 0 0 0 0 0
6700 -174.643 0 0 0 1.23952 100 46 5.73976 100 18 0 0 0 -3.40361 100 30 0 0 0 0 0 0 0 0 0 0 0
6800 -175.561 0 0 0 1.81909 100 48 7.65674 100 29 0 0 0 -3.38175 100 24 0 0 0 0 0 0 0 0 0 0 0
6900 -172.793 0 0 0 -0.0108662 100 47 0.198581 100 18 0 0 0 -2.25162 100 24 0 0 0 0 0 0 0 0 0 0 0
7000 -172.087 0 0 0 0.257641 100 40 2.94057 100 20 0 0 0 -2.68532 100 27 0 0 0 0 0 0 0 0 0 0 0
7100 -173.059 0 0 0 0.246487 100 45 2.72697 100 27 0 0 0 -2.81158 100 29 0 0 0 0 0 0 0 0 0 0 0
7200 -173.6 0 0 0 -0.0877419 100 40 3.90483 100 24 0 0 0 -2.85878 100 26 0 0 0 0 0 0 0 0 0 0 0
7300 -172.205 0 0 0 0.02602 100 52 1.35062 100 24 0 0 0 -2.41774 100 25 0 0 0 0 0 0 0 0 0 0 0
7400 -172.344 0 0 0 0.265467 100 51 4.23709 100 28 0 0 0 -2.78816 100 29 0 0 0 0 0 0 0 0 0 0 0
7500 -172.278 0 0 0 0.77244 100 42 3.13834 100 14 0 0 0 -2.78867 100 28 0 0 0 0 0 0 0 0 0 0 0
7600 -172.223 0 0 0 0.330164 100 46 1.90898 100 21 0 0 0 -2.32171 100 31 0 0 0 0 0 0 0 0 0 0 0
7700 -172.512 0 0 0 -0.27673 100 54 1.32541 100 23 0 0 0 -2.18207 100 28 0 0 0 0 0 0 0 0 0 0 0
7800 -175 0 0 0 -0.951067 100 39 -1.20647 100 28 0 0 0 -1.96874 100 35 0 0 0 0 0 0 0 0 0 0 0
7900 -174.343 0 0 0 1.39554 100 47 6.79118 100 21 0 0 0 -3.40287 100 28 0 0 0 0 0 0 0 0 0 0 0
8000 -173.557 0 0 0 0.0869113 100 42 1.55508 100 24 0 0 0 -2.07389 100 21 0 0 0 0 0 0 0 0 0 0 0
8100 -173.961 0 0 0 -0.137403 100 48 -0.369657 100 22 0 0 0 -1.94804 100 17 0 0 0 0 0 0 0 0 0 0 0
8200 -172.168 0 0 0 0.12647 100 45 3.53603 100 19 0 0 0 -2.6827 100 26 0 0 0 0 0 0 0 0 0 0 0
8300 -172.59 0 0 0 0.593173 100 46 1.77383 100 26 0 0 0 -2.62689 100 32 0 0 0 0 0 0 0 0 0 0 0
8400 -171.81 0 0 0 0.158083 100 42 2.42478 100 27 0 0 0 -2.44879 100 27 0 0 0 0 0 0 0 0 0 0 0
8500 -171.829 0 0 0 0.4739 100 48 3.19706 100 19 0 0 0 -2.55898 100 23 0 0 0 0 0 0 0 0 0 0 0
8600 -173.46 0 0 0 1.13176 100 50 3.43431 100 29 0 0 0 -2.62346 100 24 0 0 0 0 0 0 0 0 0 0 0
8700 -173.544 0 0 0 0.115713 100 41 -0.356748 100 25 0 0 0 -2.10912 100 23 0 0 0 0 0 0 0 0 0 0 0
8800 -172.431 0 0 0 0.524851 100 50 4.89064 100 19 0 0 0 -2.77767 100 16 0 0 0 0 0 0 0 0 0 0 0
8900 -172.565 0 0 0 -0.175074 100 40 0.616293 100 16 0 0 0 -2.27438 100 31 0 0 0 0 0 0 0 0 0 0 0
9000 -172.709 0 0 0 0.70134 100 46 2.53833 100 20 0 0 0 -2.79046 100 33 0 0 0 0 0 0 0 0 0 0 0
9100 -173.249 0 0 0 0.804897 100 45 1.78903 100 16 0 0 0 -2.41131 100 28 0 0 0 0 0 0 0 0 0 0 0
9200 -171.923 0 0 0 0.364872 100 42 2.45237 100 23 0 0 0 -2.42648 100 35 0 0 0 0 0 0 0 0 0 0 0
9300 -172.757 0 0 0 0.523748 100 46 3.79339 100 22 0 0 0 -2.93376 100 31 0 0 0 0 0 0 0 0 0 0 0
9400 -174.461 0 0 0 0.67109 100 47 6.92589 100 25 0 0 0 -3.11911 100 35 0 0 0 0 0 0 0 0 0 0 0
9500 -172.128 0 0 0 0.429431 100 52 2.46247 100 30 0 0 0 -2.6653 100 28 0 0 0 0 0 0 0 0 0 0 0
9600 -172.863 0 0 0 0.792513 100 40 1.76832 100 17 0 0 0 -2.59791 100 25 0 0 0 0 0 0 0 0 0 0 0
9700 -174.414 0 0 0 0.146767 100 46 3.76659 100 19 0 0 0 -3.01926 100 26 0 0 0 0 0 0 0 0 0 0 0
