iteration logLik intercept1 intercept1_p intercept1_a pcov2 pcov2_p pcov2_a pcov3 pcov3_p pcov3_a pcov4 pcov4_p pcov4_a intercept2 intercept2_p intercept2_a intercept3 intercept3_p intercept3_a intercept4 intercept4_p intercept4_a pcov pcov_p pcov_a data_p data_a
0 -303.936 0 0 0 3.13328 0 0 8.06639 0 0 0 0 0 -3.86175 0 0 0 0 0 0 0 0 0 0 0 0 0
100 -295.878 0 0 0 2.44027 100 23 3.50149 100 31 0 0 0 -3.68937 100 15 0 0 0 0 0 0 0 0 0 0 0
200 -293.763 0 0 0 1.36053 100 27 3.57329 100 45 0 0 0 -2.7977 100 19 0 0 0 0 0 0 0 0 0 0 0
300 -292.674 0 0 0 0.782349 100 22 -1.1545 100 39 0 0 0 -2.34427 100 22 0 0 0 0 0 0 0 0 0 0 0
400 -293.919 0 0 0 1.19208 100 22 -3.60852 100 42 0 0 0 -2.81244 100 22 0 0 0 0 0 0 0 0 0 0 0
500 -296.322 0 0 0 1.8467 100 21 0.698324 100 46 0 0 0 -2.89467 100 18 0 0 0 0 0 0 0 0 0 0 0
600 -292.531 0 0 0 0.851789 100 15 -2.5711 100 54 0 0 0 -2.45954 100 15 0 0 0 0 0 0 0 0 0 0 0
700 -295.299 0 0 0 1.50974 100 22 -5.27476 100 48 0 0 0 -2.89969 100 21 0 0 0 0 0 0 0 0 0 0 0
800 -294.951 0 0 0 1.20544 100 14 -6.48589 100 36 0 0 0 -2.62346 100 19 0 0 0 0 0 0 0 0 0 0 0
900 -294.062 0 0 0 1.74584 100 15 4.64943 100 47 0 0 0 -3.18672 100 13 0 0 0 0 0 0 0 0 0 0 0
1000 -293.727 0 0 0 0.668195 100 24 -2.98246 100 39 0 0 0 -2.49657 100 17 0 0 0 0 0 0 0 0 0 0 0
1100 -293.713 0 0 0 0.785135 100 29 1.01594 100 36 0 0 0 -2.59855 100 19 0 0 0 0 0 0 0 0 0 0 0
1200 -294.244 0 0 0 0.767294 100 18 -6.75799 100 43 0 0 0 -2.32373 100 22 0 0 0 0 0 0 0 0 0 0 0
1300 -294.09 0 0 0 1.93704 100 22 1.60907 100 37 0 0 0 -3.16006 100 15 0 0 0 0 0 0 0 0 0 0 0
1400 -292.915 0 0 0 1.47731 100 18 2.36607 100 37 0 0 0 -2.98933 100 20 0 0 0 0 0 0 0 0 0 0 0
1500 -295.146 0 0 0 0.686786 100 24 -2.42468 100 45 0 0 0 -2.07209 100 21 0 0 0 0 0 0 0 0 0 0 0
1600 -294.275 0 0 0 0.4174 100 15 -1.17802 100 34 0 0 0 -2.06211 100 21 0 0 0 0 0 0 0 0 0 0 0
1700 -294.748 0 0 0 0.819094 100 24 3.009 100 48 0 0 0 -2.53411 100 22 0 0 0 0 0 0 0 0 0 0 0
1800 -293.779 0 0 0 0.799215 100 17 -5.91457 100 40 0 0 0 -2.3724 100 16 0 0 0 0 0 0 0 0 0 0 0
1900 -293.273 0 0 0 0.466235 100 17 -3.31503 100 44 0 0 0 -2.19415 100 15 0 0 0 0 0 0 0 0 0 0 0
2000 -292.536 0 0 0 0.766539 100 21 -1.54443 100 41 0 0 0 -2.37124 100 29 0 0 0 0 0 0 0 0 0 0 0
2100 -292.653 0 0 0 0.822637 100 20 -2.80672 100 41 0 0 0 -2.46729 100 16 0 0 0 0 0 0 0 0 0 0 0
2200 -292.523 0 0 0 0.883538 100 28 -0.347071 100 35 0 0 0 -2.55164 100 16 0 0 0 0 0 0 0 0 0 0 0
2300 -293.325 0 0 0 0.460302 100 18 -2.51262 100 34 0 0 0 -2.15307 100 21 0 0 0 0 0 0 0 0 0 0 0
2400 -292.754 0 0 0 1.07954 100 22 -0.335867 100 49 0 0 0 -2.50276 100 21 0 0 0 0 0 0 0 0 0 0 0
2500 -293.157 0 0 0 0.90701 100 19 -4.45792 100 44 0 0 0 -2.44557 100 17 0 0 0 0 0 0 0 0 0 0 0
2600 -293.384 0 0 0 0.686704 100 19 -2.94346 100 37 0 0 0 -2.19186 100 14 0 0 0 0 0 0 0 0 0 0 0
2700 -292.427 0 0 0 0.887728 100 15 -1.97153 100 38 0 0 0 -2.4976 100 16 0 0 0 0 0 0 0 0 0 0 0
2800 -293.508 0 0 0 1.05988 100 18 -1.88826 100 43 0 0 0 -2.40915 100 24 0 0 0 0 0 0 0 0 0 0 0
2900 -295.821 0 0 0 1.90548 100 23 0.250574 100 50 0 0 0 -2.98166 100 25 0 0 0 0 0 0 0 0 0 0 0
3000 -293.221 0 0 0 1.10891 100 20 1.52344 100 46 0 0 0 -2.81478 100 29 0 0 0 0 0 0 0 0 0 0 0
3100 -292.903 0 0 0 1.06514 100 18 -0.808356 100 38 0 0 0 -2.7493 100 24 0 0 0 0 0 0 0 0 0 0 0
3200 -292.647 0 0 0 1.46825 100 21 0.348674 100 39 0 0 0 -2.88269 100 19 0 0 0 0 0 0 0 0 0 0 0
3300 -293.114 0 0 0 1.07993 100 24 -3.79424 100 43 0 0 0 -2.61483 100 21 0 0 0 0 0 0 0 0 0 0 0
3400 -295.54 0 0 0 0.424084 100 21 -0.539857 100 34 0 0 0 -1.99557 100 18 0 0 0 0 0 0 0 0 0 0 0
3500 -292.937 0 0 0 0.861518 100 24 -2.50713 100 46 0 0 0 -2.33518 100 19 0 0 0 0 0 0 0 0 0 0 0
3600 -293.096 0 0 0 0.989541 100 18 -4.11149 100 43 0 0 0 -2.53559 100 19 0 0 0 0 0 0 0 0 0 0 0
3700 -292.595 0 0 0 1.45501 100 15 1.11578 100 38 0 0 0 -2.89137 100 18 0 0 0 0 0 0 0 0 0 0 0
3800 -292.709 0 0 0 1.38962 100 25 2.07697 100 39 0 0 0 -2.8527 100 23 0 0 0 0 0 0 0 0 0 0 0
3900 -294.194 0 0 0 1.3817 100 26 -3.55849 100 40 0 0 0 -2.91705 100 12 0 0 0 0 0 0 0 0 0 0 0
4000 -293.345 0 0 0 1.74165 100 17 1.45007 100 43 0 0 0 -3.03969 100 21 0 0 0 0 0 0 0 0 0 0 0
4100 -294.003 0 0 0 0.310778 100 12 -2.70598 100 39 0 0 0 -2.03997 100 20 0 0 0 0 0 0 0 0 0 0 0
