iteration logLik intercept1 intercept1_p intercept1_a pcov2 pcov2_p pcov2_a pcov3 pcov3_p pcov3_a pcov4 pcov4_p pcov4_a intercept2 intercept2_p intercept2_a intercept3 intercept3_p intercept3_a intercept4 intercept4_p intercept4_a pcov pcov_p pcov_a data_p data_a
0 -8.39298e+07 0 0 0 7.49742 0 0 9.4795 0 0 0 0 0 6.99274 0 0 0 0 0 0 0 0 0 0 0 0 0
100 -187.133 0 0 0 1.52632 100 32 -4.89317 100 65 0 0 0 -2.89359 100 31 0 0 0 0 0 0 0 0 0 3700 3048
200 -189.902 0 0 0 0.13763 100 33 -7.6072 100 69 0 0 0 -1.67713 100 20 0 0 0 0 0 0 0 0 0 3700 3363
300 -186.89 0 0 0 1.50267 100 22 -6.76789 100 51 0 0 0 -2.62333 100 23 0 0 0 0 0 0 0 0 0 3700 3354
400 -188.774 0 0 0 1.62769 100 29 3.43603 100 60 0 0 0 -3.16336 100 22 0 0 0 0 0 0 0 0 0 3700 3350
500 -187.653 0 0 0 1.62701 100 30 -2.10348 100 59 0 0 0 -2.9724 100 24 0 0 0 0 0 0 0 0 0 3700 3347
600 -183.76 0 0 0 1.26712 100 30 -3.84786 100 53 0 0 0 -2.77205 100 22 0 0 0 0 0 0 0 0 0 3700 3351
700 -185.477 0 0 0 2.31423 100 18 0.163349 100 59 0 0 0 -3.38325 100 20 0 0 0 0 0 0 0 0 0 3700 3377
800 -186.453 0 0 0 1.92309 100 23 -3.43031 100 62 0 0 0 -3.10235 100 33 0 0 0 0 0 0 0 0 0 3700 3342
900 -186.97 0 0 0 1.58255 100 21 -0.904059 100 52 0 0 0 -2.93537 100 27 0 0 0 0 0 0 0 0 0 3700 3358
1000 -190.16 0 0 0 1.40923 100 24 -10.8587 100 66 0 0 0 -3.21766 100 16 0 0 0 0 0 0 0 0 0 3700 3336
1100 -186.744 0 0 0 2.05635 100 31 0.788229 100 67 0 0 0 -3.2337 100 18 0 0 0 0 0 0 0 0 0 3700 3312
