iteration logLik intercept1 intercept1_p intercept1_a pcov2 pcov2_p pcov2_a pcov3 pcov3_p pcov3_a pcov4 pcov4_p pcov4_a intercept2 intercept2_p intercept2_a intercept3 intercept3_p intercept3_a intercept4 intercept4_p intercept4_a pcov pcov_p pcov_a data_p data_a
0 -1.04261e+08 0 0 0 -10.0913 0 0 -8.19599 0 0 0 0 0 13.4634 0 0 0 0 0 0 0 0 0 0 0 0 0
100 -216.753 0 0 0 0.955295 100 46 3.78192 100 39 0 0 0 -2.58241 100 41 0 0 0 0 0 0 0 0 0 4300 3240
200 -218.166 0 0 0 1.68811 100 32 6.12738 100 24 0 0 0 -3.08243 100 15 0 0 0 0 0 0 0 0 0 4300 3849
300 -216.372 0 0 0 2.55495 100 32 6.70382 100 27 0 0 0 -3.42344 100 31 0 0 0 0 0 0 0 0 0 4300 3779
400 -213.554 0 0 0 2.14605 100 36 7.60619 100 24 0 0 0 -3.5422 100 30 0 0 0 0 0 0 0 0 0 4300 3798
500 -215.647 0 0 0 3.0499 100 25 9.97108 100 19 0 0 0 -4.31097 100 24 0 0 0 0 0 0 0 0 0 4300 3786
600 -214.719 0 0 0 1.54181 100 32 5.41083 100 20 0 0 0 -2.90031 100 25 0 0 0 0 0 0 0 0 0 4300 3814
700 -214.324 0 0 0 1.26667 100 36 4.48995 100 20 0 0 0 -2.78264 100 17 0 0 0 0 0 0 0 0 0 4300 3806
800 -219.721 0 0 0 2.02175 100 32 6.02298 100 23 0 0 0 -3.11411 100 25 0 0 0 0 0 0 0 0 0 4300 3786
900 -219.102 0 0 0 1.82766 100 29 5.3125 100 13 0 0 0 -2.92813 100 20 0 0 0 0 0 0 0 0 0 4300 3809
1000 -217.137 0 0 0 2.0121 100 28 7.88911 100 15 0 0 0 -3.80734 100 22 0 0 0 0 0 0 0 0 0 4300 3808
1100 -216.392 0 0 0 2.6379 100 38 8.52098 100 18 0 0 0 -3.98523 100 17 0 0 0 0 0 0 0 0 0 4300 3783
