iteration logLik intercept1 intercept1_p intercept1_a pcov2 pcov2_p pcov2_a pcov3 pcov3_p pcov3_a pcov4 pcov4_p pcov4_a intercept2 intercept2_p intercept2_a intercept3 intercept3_p intercept3_a intercept4 intercept4_p intercept4_a pcov pcov_p pcov_a data_p data_a
0 -241317 0 0 0 -2.85747 0 0 27.677 0 0 0 0 0 0.651998 0 0 0 0 0 0 0 0 0 0 0 0 0
100 -164.958 0 0 0 1.35681 100 51 9.76197 100 14 0 0 0 -3.73372 100 27 0 0 0 0 0 0 0 0 0 3500 2746
200 -161.446 0 0 0 1.2653 100 57 6.84794 100 18 0 0 0 -2.98708 100 28 0 0 0 0 0 0 0 0 0 3500 2863
300 -161.518 0 0 0 1.76262 100 48 6.23754 100 25 0 0 0 -2.98645 100 33 0 0 0 0 0 0 0 0 0 3500 2859
400 -166.755 0 0 0 -0.442802 100 60 5.20984 100 22 0 0 0 -2.81826 100 19 0 0 0 0 0 0 0 0 0 3500 2907
500 -164.61 0 0 0 1.11386 100 47 9.28984 100 17 0 0 0 -3.23028 100 28 0 0 0 0 0 0 0 0 0 3500 2909
600 -165.453 0 0 0 1.43644 100 49 6.90499 100 18 0 0 0 -3.21397 100 31 0 0 0 0 0 0 0 0 0 3500 2940
700 -168.157 0 0 0 -0.477654 100 61 1.18429 100 18 0 0 0 -2.36947 100 25 0 0 0 0 0 0 0 0 0 3500 2987
800 -165.659 0 0 0 0.470659 100 46 7.85721 100 24 0 0 0 -3.08239 100 24 0 0 0 0 0 0 0 0 0 3500 2983
900 -164.295 0 0 0 1.06766 100 49 6.45819 100 19 0 0 0 -3.01374 100 25 0 0 0 0 0 0 0 0 0 3500 2930
1000 -163.794 0 0 0 0.798376 100 54 6.41217 100 16 0 0 0 -2.99401 100 31 0 0 0 0 0 0 0 0 0 3500 2772
1100 -161.38 0 0 0 0.79772 100 48 4.96933 100 12 0 0 0 -2.62353 100 25 0 0 0 0 0 0 0 0 0 3500 2864
1200 -169.621 0 0 0 2.0049 100 49 5.56156 100 21 0 0 0 -2.83175 100 21 0 0 0 0 0 0 0 0 0 3500 2883
1300 -167.288 0 0 0 1.61796 100 47 3.928 100 17 0 0 0 -2.71973 100 18 0 0 0 0 0 0 0 0 0 3500 2953
1400 -161.977 0 0 0 1.58328 100 52 6.21547 100 16 0 0 0 -3.01678 100 25 0 0 0 0 0 0 0 0 0 3500 2945
1500 -167.341 0 0 0 0.690658 100 45 5.08242 100 18 0 0 0 -2.61874 100 33 0 0 0 0 0 0 0 0 0 3500 2951
1600 -164.728 0 0 0 0.930534 100 55 5.38433 100 17 0 0 0 -2.62636 100 29 0 0 0 0 0 0 0 0 0 3500 2934
1700 -169.022 0 0 0 1.38546 100 54 3.04325 100 14 0 0 0 -2.50954 100 26 0 0 0 0 0 0 0 0 0 3500 2907
1800 -169.104 0 0 0 2.61963 100 54 8.2876 100 19 0 0 0 -3.27553 100 26 0 0 0 0 0 0 0 0 0 3500 2934
1900 -159.973 0 0 0 1.94067 100 50 9.02259 100 15 0 0 0 -3.74786 100 20 0 0 0 0 0 0 0 0 0 3500 2918
2000 -165.43 0 0 0 1.82983 100 48 9.45675 100 13 0 0 0 -3.58902 100 31 0 0 0 0 0 0 0 0 0 3500 2851
2100 -167.872 0 0 0 1.02617 100 54 7.5942 100 18 0 0 0 -3.2282 100 24 0 0 0 0 0 0 0 0 0 3500 2866
2200 -167.76 0 0 0 1.4372 100 59 3.2573 100 16 0 0 0 -2.75806 100 18 0 0 0 0 0 0 0 0 0 3500 2955
2300 -161.275 0 0 0 1.28194 100 47 7.78112 100 28 0 0 0 -3.30213 100 22 0 0 0 0 0 0 0 0 0 3500 2937
2400 -168.497 0 0 0 1.58555 100 49 7.70861 100 17 0 0 0 -3.68208 100 34 0 0 0 0 0 0 0 0 0 3500 2784
2500 -170.291 0 0 0 -0.982164 100 58 2.31528 100 14 0 0 0 -2.0554 100 26 0 0 0 0 0 0 0 0 0 3500 3023
2600 -164.289 0 0 0 1.63487 100 61 7.82143 100 21 0 0 0 -3.49233 100 27 0 0 0 0 0 0 0 0 0 3500 2963
2700 -167.184 0 0 0 1.39205 100 48 5.1155 100 18 0 0 0 -3.26353 100 26 0 0 0 0 0 0 0 0 0 3500 2923
