iteration logLik intercept1 intercept1_p intercept1_a pcov2 pcov2_p pcov2_a pcov3 pcov3_p pcov3_a pcov4 pcov4_p pcov4_a intercept2 intercept2_p intercept2_a intercept3 intercept3_p intercept3_a intercept4 intercept4_p intercept4_a pcov pcov_p pcov_a data_p data_a
0 -19477.6 -1.45054 0 0 0 0 0 0 0 0 0 0 0 -7.52543 0 0 12.2656 0 0 0 0 0 0 0 0 0 0
100 -287.419 -1.62756 100 32 0 0 0 0 0 0 0 0 0 -1.48247 100 26 -0.805811 100 33 0 0 0 0 0 0 6500 5971
200 -288.269 -1.75567 100 27 0 0 0 0 0 0 0 0 0 -1.72677 100 23 -0.590949 100 29 0 0 0 0 0 0 6500 6011
300 -289.796 -1.58787 100 34 0 0 0 0 0 0 0 0 0 -1.91413 100 21 -0.56003 100 19 0 0 0 0 0 0 6500 6049
400 -290.972 -2.47031 100 39 0 0 0 0 0 0 0 0 0 -1.88903 100 25 -0.234753 100 27 0 0 0 0 0 0 6500 6062
500 -288.09 -2.05598 100 41 0 0 0 0 0 0 0 0 0 -1.56232 100 21 -1.05368 100 26 0 0 0 0 0 0 6500 6007
600 -285.462 -1.50338 100 35 0 0 0 0 0 0 0 0 0 -1.56208 100 24 -0.879574 100 20 0 0 0 0 0 0 6500 5998
700 -287.382 -0.954747 100 32 0 0 0 0 0 0 0 0 0 -1.52938 100 20 -1.45454 100 25 0 0 0 0 0 0 6500 6048
800 -286.599 -1.23746 100 40 0 0 0 0 0 0 0 0 0 -1.773 100 28 -0.446062 100 26 0 0 0 0 0 0 6500 6030
900 -288.694 -0.305936 100 41 0 0 0 0 0 0 0 0 0 -1.97154 100 15 -0.395192 100 28 0 0 0 0 0 0 6500 6056
1000 -290.323 -0.193249 100 36 0 0 0 0 0 0 0 0 0 -1.86469 100 25 -0.68739 100 25 0 0 0 0 0 0 6500 6028
1100 -288.564 -1.65295 100 37 0 0 0 0 0 0 0 0 0 -1.60352 100 29 -0.492055 100 24 0 0 0 0 0 0 6500 6041
1200 -290.418 -0.813523 100 31 0 0 0 0 0 0 0 0 0 -1.77422 100 17 -1.01801 100 23 0 0 0 0 0 0 6500 6058
1300 -290.868 -1.50088 100 37 0 0 0 0 0 0 0 0 0 -1.56412 100 24 -1.46728 100 23 0 0 0 0 0 0 6500 6001
1400 -287.566 -1.14704 100 34 0 0 0 0 0 0 0 0 0 -1.87152 100 20 -0.853885 100 18 0 0 0 0 0 0 6500 6033
1500 -288.794 -1.45855 100 31 0 0 0 0 0 0 0 0 0 -1.70867 100 25 -1.34209 100 25 0 0 0 0 0 0 6500 6045
1600 -288.345 -2.04853 100 34 0 0 0 0 0 0 0 0 0 -1.81508 100 24 -0.83887 100 27 0 0 0 0 0 0 6500 6001
1700 -288.532 -2.52244 100 30 0 0 0 0 0 0 0 0 0 -1.61701 100 23 -0.927452 100 28 0 0 0 0 0 0 6500 6018
1800 -286.511 -1.0853 100 46 0 0 0 0 0 0 0 0 0 -1.72544 100 25 -0.569712 100 23 0 0 0 0 0 0 6500 6031
1900 -287.443 -0.972586 100 31 0 0 0 0 0 0 0 0 0 -1.82275 100 20 -0.942761 100 26 0 0 0 0 0 0 6500 6013
2000 -289.128 -2.25834 100 42 0 0 0 0 0 0 0 0 0 -1.35835 100 21 -1.04518 100 18 0 0 0 0 0 0 6500 6058
2100 -289.768 -0.131475 100 31 0 0 0 0 0 0 0 0 0 -1.82994 100 15 -0.629542 100 30 0 0 0 0 0 0 6500 6059
2200 -287.715 -2.09037 100 38 0 0 0 0 0 0 0 0 0 -1.61564 100 25 -1.12956 100 29 0 0 0 0 0 0 6500 6034
2300 -286.778 -1.49649 100 29 0 0 0 0 0 0 0 0 0 -1.56352 100 19 -0.914079 100 25 0 0 0 0 0 0 6500 6059
2400 -290.841 -1.35141 100 35 0 0 0 0 0 0 0 0 0 -1.52175 100 29 -1.28014 100 21 0 0 0 0 0 0 6500 6058
2500 -287.058 -2.08781 100 28 0 0 0 0 0 0 0 0 0 -1.46026 100 21 -0.729514 100 26 0 0 0 0 0 0 6500 6046
2600 -286.61 -1.94055 100 33 0 0 0 0 0 0 0 0 0 -1.4854 100 25 -1.31651 100 29 0 0 0 0 0 0 6500 5980
2700 -287.804 -1.09738 100 35 0 0 0 0 0 0 0 0 0 -1.69128 100 20 -0.636169 100 29 0 0 0 0 0 0 6500 5990
2800 -287.336 -1.53115 100 26 0 0 0 0 0 0 0 0 0 -1.58616 100 25 -0.773514 100 25 0 0 0 0 0 0 6500 6040
2900 -290.17 -1.68492 100 35 0 0 0 0 0 0 0 0 0 -1.36505 100 17 -1.09449 100 27 0 0 0 0 0 0 6500 6054
3000 -285.744 -0.885838 100 35 0 0 0 0 0 0 0 0 0 -1.83302 100 20 -0.860448 100 30 0 0 0 0 0 0 6500 6053
3100 -287.777 -1.21948 100 41 0 0 0 0 0 0 0 0 0 -1.78042 100 21 -0.599715 100 22 0 0 0 0 0 0 6500 6008
3200 -287.636 -1.05971 100 36 0 0 0 0 0 0 0 0 0 -1.66756 100 21 -0.718565 100 19 0 0 0 0 0 0 6500 6034
