iteration logLik intercept1 intercept1_p intercept1_a pcov2 pcov2_p pcov2_a pcov3 pcov3_p pcov3_a pcov4 pcov4_p pcov4_a intercept2 intercept2_p intercept2_a intercept3 intercept3_p intercept3_a intercept4 intercept4_p intercept4_a pcov pcov_p pcov_a data_p data_a
0 -2.89377e+17 10.5715 0 0 0 0 0 0 0 0 0 0 0 18.1702 0 0 15.3065 0 0 0 0 0 0 0 0 0 0
100 -299.951 -0.692147 100 36 0 0 0 0 0 0 0 0 0 -2.66988 100 50 -0.722144 100 40 0 0 0 0 0 0 6600 3436
200 -300.507 -1.3769 100 26 0 0 0 0 0 0 0 0 0 -2.90793 100 29 -0.175075 100 15 0 0 0 0 0 0 6600 5904
300 -299.13 -0.879543 100 19 0 0 0 0 0 0 0 0 0 -3.13069 100 22 -0.0458774 100 22 0 0 0 0 0 0 6600 5904
400 -297.02 -0.659884 100 23 0 0 0 0 0 0 0 0 0 -2.89647 100 22 -0.527344 100 20 0 0 0 0 0 0 6600 5896
500 -294.916 -0.856419 100 32 0 0 0 0 0 0 0 0 0 -3.08736 100 11 -0.191963 100 18 0 0 0 0 0 0 6600 5874
600 -296.948 -0.390577 100 25 0 0 0 0 0 0 0 0 0 -3.13035 100 17 -0.441176 100 20 0 0 0 0 0 0 6600 5917
700 -299.28 -0.771478 100 30 0 0 0 0 0 0 0 0 0 -2.95308 100 19 -0.48292 100 15 0 0 0 0 0 0 6600 5921
800 -299.602 -0.881817 100 21 0 0 0 0 0 0 0 0 0 -2.76776 100 18 -0.777246 100 16 0 0 0 0 0 0 6600 5960
900 -296.452 -0.541728 100 34 0 0 0 0 0 0 0 0 0 -2.83461 100 19 -0.489667 100 23 0 0 0 0 0 0 6600 5933
1000 -298.551 -0.608561 100 32 0 0 0 0 0 0 0 0 0 -3.03782 100 23 -0.0338693 100 22 0 0 0 0 0 0 6600 5903
1100 -297.509 -0.830216 100 25 0 0 0 0 0 0 0 0 0 -3.15369 100 23 -0.304651 100 17 0 0 0 0 0 0 6600 5908
1200 -301.984 -2.14405 100 21 0 0 0 0 0 0 0 0 0 -2.92436 100 15 -0.635624 100 15 0 0 0 0 0 0 6600 5923
1300 -300.041 -1.18515 100 22 0 0 0 0 0 0 0 0 0 -2.97076 100 14 -0.540037 100 21 0 0 0 0 0 0 6600 5925
1400 -295.571 -1.01599 100 23 0 0 0 0 0 0 0 0 0 -3.12439 100 22 -0.0265801 100 18 0 0 0 0 0 0 6600 5957
1500 -297.244 -0.343949 100 24 0 0 0 0 0 0 0 0 0 -3.3066 100 23 0.16202 100 25 0 0 0 0 0 0 6600 5916
1600 -296.388 -0.957769 100 29 0 0 0 0 0 0 0 0 0 -3.06007 100 18 -0.437513 100 18 0 0 0 0 0 0 6600 5935
1700 -299.706 -2.01419 100 24 0 0 0 0 0 0 0 0 0 -2.86411 100 22 -0.372902 100 22 0 0 0 0 0 0 6600 5921
1800 -305.778 -1.6387 100 23 0 0 0 0 0 0 0 0 0 -2.79785 100 11 -0.728015 100 23 0 0 0 0 0 0 6600 5925
1900 -295.349 -1.20655 100 21 0 0 0 0 0 0 0 0 0 -2.92293 100 19 -0.124049 100 19 0 0 0 0 0 0 6600 5843
2000 -298.736 -0.859147 100 17 0 0 0 0 0 0 0 0 0 -2.98397 100 19 -0.313803 100 19 0 0 0 0 0 0 6600 5949
2100 -295.233 -0.643588 100 33 0 0 0 0 0 0 0 0 0 -3.10886 100 22 -0.179261 100 18 0 0 0 0 0 0 6600 5912
2200 -302.49 0.310465 100 36 0 0 0 0 0 0 0 0 0 -3.48381 100 22 0.430435 100 23 0 0 0 0 0 0 6600 5938
2300 -299.279 -1.09985 100 23 0 0 0 0 0 0 0 0 0 -3.06579 100 19 0.120695 100 24 0 0 0 0 0 0 6600 5936
2400 -299.495 -0.517734 100 36 0 0 0 0 0 0 0 0 0 -3.02524 100 18 -0.113071 100 22 0 0 0 0 0 0 6600 5923
2500 -300.607 -0.223297 100 38 0 0 0 0 0 0 0 0 0 -3.32897 100 29 0.428424 100 24 0 0 0 0 0 0 6600 5918
2600 -303.662 -0.821687 100 33 0 0 0 0 0 0 0 0 0 -2.81334 100 25 -0.336436 100 25 0 0 0 0 0 0 6600 5858
2700 -303.735 -1.81596 100 24 0 0 0 0 0 0 0 0 0 -2.63895 100 17 -0.868749 100 16 0 0 0 0 0 0 6600 5915
2800 -298.329 -0.218637 100 35 0 0 0 0 0 0 0 0 0 -3.2119 100 12 -0.00265933 100 20 0 0 0 0 0 0 6600 5867
2900 -296.68 -0.257556 100 26 0 0 0 0 0 0 0 0 0 -3.21339 100 22 -0.277628 100 17 0 0 0 0 0 0 6600 5933
3000 -297.856 -1.12033 100 23 0 0 0 0 0 0 0 0 0 -3.05504 100 23 -0.132408 100 18 0 0 0 0 0 0 6600 5913
3100 -298.085 -1.13065 100 31 0 0 0 0 0 0 0 0 0 -2.98406 100 29 -0.343817 100 25 0 0 0 0 0 0 6600 5899
3200 -300.827 -0.380465 100 20 0 0 0 0 0 0 0 0 0 -3.09312 100 13 -0.0327665 100 16 0 0 0 0 0 0 6600 5919
3300 -296.594 -0.927454 100 21 0 0 0 0 0 0 0 0 0 -2.79024 100 24 -0.324062 100 17 0 0 0 0 0 0 6600 5937
3400 -297.504 -0.886484 100 23 0 0 0 0 0 0 0 0 0 -2.89301 100 20 -0.54627 100 19 0 0 0 0 0 0 6600 5916
3500 -296.565 -1.06072 100 22 0 0 0 0 0 0 0 0 0 -2.93542 100 14 -0.176027 100 27 0 0 0 0 0 0 6600 5973
3600 -297.407 -1.56371 100 25 0 0 0 0 0 0 0 0 0 -2.99402 100 20 -0.232349 100 17 0 0 0 0 0 0 6600 5924
3700 -299.057 -0.585186 100 26 0 0 0 0 0 0 0 0 0 -3.11402 100 21 -0.17631 100 18 0 0 0 0 0 0 6600 5930
3800 -300.093 -0.798892 100 29 0 0 0 0 0 0 0 0 0 -2.81654 100 28 -0.283355 100 17 0 0 0 0 0 0 6600 5929
3900 -297.129 -1.14964 100 19 0 0 0 0 0 0 0 0 0 -2.95669 100 21 -0.322768 100 18 0 0 0 0 0 0 6600 5934
4000 -296.746 -0.346425 100 31 0 0 0 0 0 0 0 0 0 -3.12174 100 22 -0.386641 100 19 0 0 0 0 0 0 6600 5893
4100 -297.681 -0.275817 100 24 0 0 0 0 0 0 0 0 0 -3.20814 100 25 -0.161636 100 18 0 0 0 0 0 0 6600 5959
4200 -300.841 -0.65771 100 24 0 0 0 0 0 0 0 0 0 -3.45012 100 17 -0.11339 100 23 0 0 0 0 0 0 6600 5924
4300 -302.121 -0.104945 100 19 0 0 0 0 0 0 0 0 0 -3.1945 100 20 -0.541788 100 23 0 0 0 0 0 0 6600 5901
4400 -299.901 -0.727672 100 24 0 0 0 0 0 0 0 0 0 -2.99663 100 16 -0.0852775 100 16 0 0 0 0 0 0 6600 5884
4500 -297.478 -1.17622 100 27 0 0 0 0 0 0 0 0 0 -2.97512 100 25 -0.229187 100 16 0 0 0 0 0 0 6600 5960
4600 -298.989 -0.853637 100 23 0 0 0 0 0 0 0 0 0 -2.62306 100 20 -0.608164 100 19 0 0 0 0 0 0 6600 5889
4700 -296.745 -1.2009 100 30 0 0 0 0 0 0 0 0 0 -2.78115 100 22 -0.424268 100 20 0 0 0 0 0 0 6600 5936
4800 -300.099 -1.33977 100 21 0 0 0 0 0 0 0 0 0 -2.99995 100 21 -0.20202 100 17 0 0 0 0 0 0 6600 5914
4900 -297.395 -0.473736 100 32 0 0 0 0 0 0 0 0 0 -2.97343 100 24 -0.0409956 100 13 0 0 0 0 0 0 6600 5928
5000 -297.451 -0.897446 100 26 0 0 0 0 0 0 0 0 0 -2.76992 100 21 -0.241299 100 21 0 0 0 0 0 0 6600 5902
5100 -297.622 -0.859592 100 29 0 0 0 0 0 0 0 0 0 -3.11588 100 28 -0.219059 100 15 0 0 0 0 0 0 6600 5888
5200 -298.695 -0.191898 100 28 0 0 0 0 0 0 0 0 0 -3.17803 100 19 -0.0298335 100 24 0 0 0 0 0 0 6600 5913
5300 -302.672 -0.0271352 100 27 0 0 0 0 0 0 0 0 0 -3.50553 100 27 0.244611 100 23 0 0 0 0 0 0 6600 5915
5400 -296.527 -0.163927 100 24 0 0 0 0 0 0 0 0 0 -3.28701 100 18 0.140234 100 19 0 0 0 0 0 0 6600 5933
5500 -297.956 -0.670094 100 22 0 0 0 0 0 0 0 0 0 -3.14975 100 18 0.147538 100 22 0 0 0 0 0 0 6600 5897
5600 -301.901 -0.745707 100 25 0 0 0 0 0 0 0 0 0 -2.93433 100 16 -0.513457 100 10 0 0 0 0 0 0 6600 5906
5700 -297.86 -1.39705 100 26 0 0 0 0 0 0 0 0 0 -2.90942 100 19 -0.41586 100 18 0 0 0 0 0 0 6600 5927
5800 -295.946 -1.40252 100 23 0 0 0 0 0 0 0 0 0 -2.96898 100 22 -0.0396157 100 26 0 0 0 0 0 0 6600 5909
5900 -300.389 -0.391703 100 29 0 0 0 0 0 0 0 0 0 -3.12605 100 15 0.249763 100 18 0 0 0 0 0 0 6600 5896
6000 -302.643 -0.0154451 100 20 0 0 0 0 0 0 0 0 0 -3.40128 100 24 0.374196 100 23 0 0 0 0 0 0 6600 5894
