iteration logLik intercept1 intercept1_p intercept1_a pcov2 pcov2_p pcov2_a pcov3 pcov3_p pcov3_a pcov4 pcov4_p pcov4_a intercept2 intercept2_p intercept2_a intercept3 intercept3_p intercept3_a intercept4 intercept4_p intercept4_a pcov pcov_p pcov_a data_p data_a
0 -474.547 0.365429 0 0 0 0 0 0 0 0 0 0 0 -13.8673 0 0 7.43907 0 0 0 0 0 0 0 0 0 0
100 -234.519 3.31231 100 31 0 0 0 0 0 0 0 0 0 -6.30701 100 35 3.73772 100 19 0 0 0 0 0 0 4000 3580
200 -206.643 0.659311 100 19 0 0 0 0 0 0 0 0 0 -2.29361 100 33 -0.660949 100 24 0 0 0 0 0 0 4000 3638
300 -198.585 0.317942 100 19 0 0 0 0 0 0 0 0 0 -2.37604 100 33 -0.132487 100 30 0 0 0 0 0 0 4000 3634
400 -201.671 -0.883513 100 20 0 0 0 0 0 0 0 0 0 -1.93236 100 25 -0.252365 100 25 0 0 0 0 0 0 4000 3640
500 -203.391 -0.358926 100 20 0 0 0 0 0 0 0 0 0 -2.07965 100 20 -1.0106 100 25 0 0 0 0 0 0 4000 3663
600 -200.057 -0.309634 100 22 0 0 0 0 0 0 0 0 0 -2.42473 100 26 0.283586 100 21 0 0 0 0 0 0 4000 3651
700 -197.907 -0.35523 100 18 0 0 0 0 0 0 0 0 0 -1.79844 100 28 -0.516138 100 28 0 0 0 0 0 0 4000 3643
800 -196.299 0.0413174 100 25 0 0 0 0 0 0 0 0 0 -2.02448 100 27 -0.169592 100 18 0 0 0 0 0 0 4000 3605
900 -202.692 -0.731342 100 22 0 0 0 0 0 0 0 0 0 -1.45735 100 24 -0.320274 100 26 0 0 0 0 0 0 4000 3609
1000 -200.709 0.248606 100 15 0 0 0 0 0 0 0 0 0 -2.11509 100 24 -0.218927 100 18 0 0 0 0 0 0 4000 3593
1100 -199.52 -0.447944 100 14 0 0 0 0 0 0 0 0 0 -1.92332 100 31 -0.155736 100 15 0 0 0 0 0 0 4000 3604
1200 -198.628 -0.348277 100 29 0 0 0 0 0 0 0 0 0 -2.05574 100 31 -0.100399 100 22 0 0 0 0 0 0 4000 3604
1300 -198.081 -0.359838 100 24 0 0 0 0 0 0 0 0 0 -1.7365 100 22 -0.320233 100 22 0 0 0 0 0 0 4000 3626
1400 -197.337 -0.436247 100 27 0 0 0 0 0 0 0 0 0 -1.8518 100 20 -0.425071 100 18 0 0 0 0 0 0 4000 3597
1500 -202.135 -0.729228 100 26 0 0 0 0 0 0 0 0 0 -2.02295 100 21 -0.475669 100 18 0 0 0 0 0 0 4000 3584
1600 -202.41 -0.367842 100 25 0 0 0 0 0 0 0 0 0 -2.2937 100 23 -0.160282 100 18 0 0 0 0 0 0 4000 3606
1700 -198.477 -0.535432 100 19 0 0 0 0 0 0 0 0 0 -1.97559 100 27 -0.517835 100 20 0 0 0 0 0 0 4000 3612
1800 -200.329 -0.551398 100 23 0 0 0 0 0 0 0 0 0 -1.72467 100 26 -0.671049 100 20 0 0 0 0 0 0 4000 3622
1900 -200.988 -0.0138061 100 27 0 0 0 0 0 0 0 0 0 -2.09951 100 28 -0.570705 100 22 0 0 0 0 0 0 4000 3601
2000 -201.498 -0.0497825 100 19 0 0 0 0 0 0 0 0 0 -2.19174 100 26 0.0550813 100 21 0 0 0 0 0 0 4000 3578
2100 -203.426 -0.291174 100 20 0 0 0 0 0 0 0 0 0 -2.25188 100 21 0.544695 100 18 0 0 0 0 0 0 4000 3638
2200 -200.029 -0.0727516 100 22 0 0 0 0 0 0 0 0 0 -2.58708 100 20 0.362597 100 17 0 0 0 0 0 0 4000 3619
2300 -198.992 -0.481492 100 21 0 0 0 0 0 0 0 0 0 -2.04475 100 23 -0.0931526 100 22 0 0 0 0 0 0 4000 3580
2400 -199.283 -0.751436 100 21 0 0 0 0 0 0 0 0 0 -1.86539 100 26 -0.626249 100 17 0 0 0 0 0 0 4000 3615
2500 -200.448 0.366628 100 25 0 0 0 0 0 0 0 0 0 -2.23178 100 27 -0.160773 100 23 0 0 0 0 0 0 4000 3612
2600 -199.143 0.101237 100 22 0 0 0 0 0 0 0 0 0 -2.36081 100 31 0.136013 100 15 0 0 0 0 0 0 4000 3636
2700 -199.442 -0.174936 100 26 0 0 0 0 0 0 0 0 0 -2.10794 100 26 -0.12143 100 19 0 0 0 0 0 0 4000 3608
2800 -198.475 -0.0695603 100 18 0 0 0 0 0 0 0 0 0 -2.13729 100 27 0.152476 100 23 0 0 0 0 0 0 4000 3607
2900 -204.322 -0.522731 100 17 0 0 0 0 0 0 0 0 0 -2.49219 100 19 0.316606 100 15 0 0 0 0 0 0 4000 3610
3000 -195.981 -0.163154 100 23 0 0 0 0 0 0 0 0 0 -2.04538 100 27 -0.34594 100 20 0 0 0 0 0 0 4000 3625
3100 -198.281 0.146627 100 22 0 0 0 0 0 0 0 0 0 -2.34196 100 32 0.124082 100 27 0 0 0 0 0 0 4000 3590
3200 -201.901 -1.08863 100 20 0 0 0 0 0 0 0 0 0 -1.40554 100 25 -0.882592 100 23 0 0 0 0 0 0 4000 3621
3300 -198.965 -0.376294 100 19 0 0 0 0 0 0 0 0 0 -1.85452 100 26 -0.339426 100 19 0 0 0 0 0 0 4000 3654
3400 -199.27 -0.802204 100 19 0 0 0 0 0 0 0 0 0 -1.6265 100 29 -0.705636 100 27 0 0 0 0 0 0 4000 3599
3500 -200.615 -0.472374 100 24 0 0 0 0 0 0 0 0 0 -2.01016 100 19 -0.16383 100 22 0 0 0 0 0 0 4000 3625
3600 -202.323 -0.0258147 100 24 0 0 0 0 0 0 0 0 0 -2.20902 100 24 -0.455389 100 19 0 0 0 0 0 0 4000 3632
3700 -203.616 0.312224 100 21 0 0 0 0 0 0 0 0 0 -2.90469 100 27 0.364788 100 21 0 0 0 0 0 0 4000 3598
3800 -200.43 -0.23123 100 25 0 0 0 0 0 0 0 0 0 -2.45926 100 26 0.18311 100 21 0 0 0 0 0 0 4000 3634
3900 -199.592 0.291111 100 25 0 0 0 0 0 0 0 0 0 -2.20404 100 21 -0.368424 100 23 0 0 0 0 0 0 4000 3635
4000 -202.393 -1.05119 100 18 0 0 0 0 0 0 0 0 0 -1.35713 100 27 -1.36783 100 21 0 0 0 0 0 0 4000 3636
4100 -200.004 0.423236 100 22 0 0 0 0 0 0 0 0 0 -2.22911 100 39 0.299396 100 18 0 0 0 0 0 0 4000 3608
4200 -198.63 0.159939 100 23 0 0 0 0 0 0 0 0 0 -1.89615 100 26 -0.365692 100 21 0 0 0 0 0 0 4000 3627
4300 -197.621 -0.576402 100 22 0 0 0 0 0 0 0 0 0 -2.0758 100 31 -0.358092 100 21 0 0 0 0 0 0 4000 3664
4400 -200.874 -1.15593 100 24 0 0 0 0 0 0 0 0 0 -1.58356 100 22 -0.816513 100 26 0 0 0 0 0 0 4000 3630
4500 -201.623 -0.228979 100 25 0 0 0 0 0 0 0 0 0 -2.18392 100 27 -0.446891 100 18 0 0 0 0 0 0 4000 3622
4600 -199.151 -0.538193 100 27 0 0 0 0 0 0 0 0 0 -2.03155 100 32 -0.616552 100 13 0 0 0 0 0 0 4000 3657
4700 -197.451 -0.542694 100 26 0 0 0 0 0 0 0 0 0 -1.727 100 33 -0.751095 100 19 0 0 0 0 0 0 4000 3598
4800 -198.981 -0.258726 100 25 0 0 0 0 0 0 0 0 0 -2.16915 100 31 -0.491676 100 15 0 0 0 0 0 0 4000 3608
4900 -199.329 -0.385355 100 22 0 0 0 0 0 0 0 0 0 -1.88964 100 27 -0.494889 100 26 0 0 0 0 0 0 4000 3628
5000 -200.054 -0.463848 100 25 0 0 0 0 0 0 0 0 0 -2.07693 100 35 -0.67011 100 16 0 0 0 0 0 0 4000 3576
5100 -199.479 -0.523391 100 16 0 0 0 0 0 0 0 0 0 -1.97736 100 30 -0.615984 100 21 0 0 0 0 0 0 4000 3626
5200 -199.94 0.408152 100 24 0 0 0 0 0 0 0 0 0 -2.49471 100 28 0.274778 100 13 0 0 0 0 0 0 4000 3607
5300 -200.469 0.415405 100 22 0 0 0 0 0 0 0 0 0 -2.49449 100 28 0.086026 100 24 0 0 0 0 0 0 4000 3603
5400 -199.796 -0.00175391 100 20 0 0 0 0 0 0 0 0 0 -2.18226 100 20 -0.253433 100 18 0 0 0 0 0 0 4000 3650
5500 -200.036 -0.9153 100 26 0 0 0 0 0 0 0 0 0 -1.67936 100 29 -0.453093 100 20 0 0 0 0 0 0 4000 3629
5600 -199.463 -0.460489 100 29 0 0 0 0 0 0 0 0 0 -2.11687 100 26 -0.576512 100 23 0 0 0 0 0 0 4000 3648
5700 -199.929 0.163895 100 22 0 0 0 0 0 0 0 0 0 -2.32938 100 26 -0.0780246 100 14 0 0 0 0 0 0 4000 3588
5800 -203.083 0.00928767 100 25 0 0 0 0 0 0 0 0 0 -2.70666 100 26 -0.0569248 100 26 0 0 0 0 0 0 4000 3616
5900 -199.013 -0.613648 100 28 0 0 0 0 0 0 0 0 0 -1.61104 100 32 -0.776434 100 21 0 0 0 0 0 0 4000 3636
6000 -196.978 -0.550619 100 14 0 0 0 0 0 0 0 0 0 -1.88953 100 26 -0.324101 100 11 0 0 0 0 0 0 4000 3604
6100 -200.316 -0.763236 100 17 0 0 0 0 0 0 0 0 0 -2.04513 100 29 -0.1479 100 25 0 0 0 0 0 0 4000 3616
6200 -199.547 -0.183322 100 19 0 0 0 0 0 0 0 0 0 -2.31711 100 27 0.288859 100 20 0 0 0 0 0 0 4000 3652
6300 -201.487 0.36511 100 20 0 0 0 0 0 0 0 0 0 -2.25235 100 30 0.174017 100 28 0 0 0 0 0 0 4000 3650
6400 -198.856 -0.705072 100 30 0 0 0 0 0 0 0 0 0 -1.92288 100 22 -0.255841 100 33 0 0 0 0 0 0 4000 3597
6500 -201.714 -0.617531 100 26 0 0 0 0 0 0 0 0 0 -1.85846 100 20 -0.204521 100 31 0 0 0 0 0 0 4000 3630
6600 -201.1 -1.03519 100 18 0 0 0 0 0 0 0 0 0 -1.49696 100 24 -0.544826 100 27 0 0 0 0 0 0 4000 3616
6700 -199.992 -0.32159 100 21 0 0 0 0 0 0 0 0 0 -2.2867 100 25 0.171666 100 17 0 0 0 0 0 0 4000 3600
6800 -199.009 -1.17433 100 21 0 0 0 0 0 0 0 0 0 -1.7697 100 26 -0.51972 100 22 0 0 0 0 0 0 4000 3595
6900 -199.919 0.387396 100 22 0 0 0 0 0 0 0 0 0 -2.77568 100 28 0.503555 100 26 0 0 0 0 0 0 4000 3657
7000 -198.152 -0.755928 100 18 0 0 0 0 0 0 0 0 0 -1.72945 100 32 -0.406764 100 27 0 0 0 0 0 0 4000 3618
7100 -203.43 -0.469857 100 26 0 0 0 0 0 0 0 0 0 -2.30384 100 21 0.495079 100 19 0 0 0 0 0 0 4000 3626
7200 -198.297 -0.271099 100 18 0 0 0 0 0 0 0 0 0 -2.01248 100 26 -0.548671 100 17 0 0 0 0 0 0 4000 3615
7300 -201.245 -1.13275 100 16 0 0 0 0 0 0 0 0 0 -1.5427 100 35 -0.842664 100 23 0 0 0 0 0 0 4000 3576
7400 -198.632 -0.394135 100 24 0 0 0 0 0 0 0 0 0 -1.7787 100 21 -0.570403 100 23 0 0 0 0 0 0 4000 3658
7500 -198.51 -0.296056 100 15 0 0 0 0 0 0 0 0 0 -2.11272 100 27 0.192167 100 13 0 0 0 0 0 0 4000 3659
7600 -196.746 -0.388405 100 19 0 0 0 0 0 0 0 0 0 -1.80972 100 28 -0.693413 100 22 0 0 0 0 0 0 4000 3650
7700 -198.253 -0.684073 100 18 0 0 0 0 0 0 0 0 0 -2.01738 100 35 -0.312729 100 27 0 0 0 0 0 0 4000 3608
7800 -200.732 -0.373482 100 29 0 0 0 0 0 0 0 0 0 -2.15689 100 22 -0.470811 100 23 0 0 0 0 0 0 4000 3628
7900 -198.515 -0.604386 100 25 0 0 0 0 0 0 0 0 0 -2.10218 100 26 -0.505284 100 31 0 0 0 0 0 0 4000 3620
8000 -203.351 -0.0320587 100 32 0 0 0 0 0 0 0 0 0 -2.85724 100 31 0.553108 100 22 0 0 0 0 0 0 4000 3637
8100 -199.315 0.0600005 100 21 0 0 0 0 0 0 0 0 0 -2.27489 100 30 -0.211971 100 27 0 0 0 0 0 0 4000 3630
8200 -198.528 -0.710591 100 16 0 0 0 0 0 0 0 0 0 -1.67833 100 24 -0.517903 100 13 0 0 0 0 0 0 4000 3616
8300 -197.348 -0.208555 100 22 0 0 0 0 0 0 0 0 0 -2.1421 100 33 -0.0504697 100 19 0 0 0 0 0 0 4000 3590
