iteration logLik intercept1 intercept1_p intercept1_a pcov2 pcov2_p pcov2_a pcov3 pcov3_p pcov3_a pcov4 pcov4_p pcov4_a intercept2 intercept2_p intercept2_a intercept3 intercept3_p intercept3_a intercept4 intercept4_p intercept4_a pcov pcov_p pcov_a data_p data_a
0 -1.68915e+08 -8.80518 0 0 0 0 0 0 0 0 0 0 0 9.78206 0 0 4.16177 0 0 0 0 0 0 0 0 0 0
100 -248.303 -1.64944 100 28 0 0 0 0 0 0 0 0 0 -1.4059 100 34 -1.08952 100 22 0 0 0 0 0 0 0 0
200 -246.955 -0.942333 100 18 0 0 0 0 0 0 0 0 0 -1.47309 100 23 -0.676834 100 18 0 0 0 0 0 0 0 0
300 -247.204 -1.17976 100 19 0 0 0 0 0 0 0 0 0 -1.61255 100 25 -0.679487 100 27 0 0 0 0 0 0 0 0
400 -247.522 -0.735433 100 22 0 0 0 0 0 0 0 0 0 -1.78932 100 25 -0.642093 100 26 0 0 0 0 0 0 0 0
500 -247.138 -0.639263 100 23 0 0 0 0 0 0 0 0 0 -1.51764 100 25 -0.869276 100 29 0 0 0 0 0 0 0 0
600 -251.437 -0.875981 100 21 0 0 0 0 0 0 0 0 0 -1.41551 100 28 -0.232489 100 25 0 0 0 0 0 0 0 0
700 -247.286 -1.32459 100 18 0 0 0 0 0 0 0 0 0 -1.40098 100 27 -1.13804 100 24 0 0 0 0 0 0 0 0
800 -247.29 -1.17794 100 18 0 0 0 0 0 0 0 0 0 -1.39143 100 23 -1.22873 100 19 0 0 0 0 0 0 0 0
900 -247.057 -0.995638 100 20 0 0 0 0 0 0 0 0 0 -1.34907 100 17 -1.00173 100 26 0 0 0 0 0 0 0 0
1000 -247.764 -0.713006 100 18 0 0 0 0 0 0 0 0 0 -1.503 100 25 -0.53122 100 22 0 0 0 0 0 0 0 0
1100 -250.076 -0.193224 100 32 0 0 0 0 0 0 0 0 0 -1.54876 100 24 -0.893632 100 23 0 0 0 0 0 0 0 0
1200 -247.255 -1.24052 100 15 0 0 0 0 0 0 0 0 0 -1.49663 100 25 -0.651037 100 15 0 0 0 0 0 0 0 0
1300 -247.146 -0.589485 100 18 0 0 0 0 0 0 0 0 0 -1.68409 100 21 -0.640295 100 21 0 0 0 0 0 0 0 0
1400 -249.587 -0.328503 100 23 0 0 0 0 0 0 0 0 0 -2.01549 100 25 -0.195148 100 30 0 0 0 0 0 0 0 0
1500 -248.711 -0.508258 100 21 0 0 0 0 0 0 0 0 0 -1.79831 100 19 -0.197495 100 32 0 0 0 0 0 0 0 0
1600 -246.785 -0.88399 100 15 0 0 0 0 0 0 0 0 0 -1.5173 100 26 -0.687867 100 29 0 0 0 0 0 0 0 0
1700 -247.122 -1.08594 100 17 0 0 0 0 0 0 0 0 0 -1.42313 100 18 -0.703041 100 29 0 0 0 0 0 0 0 0
1800 -247.436 -0.80502 100 21 0 0 0 0 0 0 0 0 0 -1.70984 100 19 -0.423323 100 23 0 0 0 0 0 0 0 0
1900 -248.59 -0.281338 100 24 0 0 0 0 0 0 0 0 0 -1.79479 100 24 -0.736165 100 31 0 0 0 0 0 0 0 0
2000 -247.336 -1.18908 100 23 0 0 0 0 0 0 0 0 0 -1.30659 100 18 -0.919674 100 27 0 0 0 0 0 0 0 0
2100 -250.599 -0.489509 100 28 0 0 0 0 0 0 0 0 0 -2.03622 100 22 -0.730855 100 23 0 0 0 0 0 0 0 0
2200 -248.331 -1.05936 100 20 0 0 0 0 0 0 0 0 0 -1.72202 100 24 -0.992902 100 25 0 0 0 0 0 0 0 0
2300 -253.099 -1.02377 100 27 0 0 0 0 0 0 0 0 0 -1.11689 100 31 -2.04509 100 33 0 0 0 0 0 0 0 0
2400 -248.312 -1.36418 100 14 0 0 0 0 0 0 0 0 0 -1.22855 100 22 -1.39734 100 24 0 0 0 0 0 0 0 0
2500 -247.819 -0.412 100 19 0 0 0 0 0 0 0 0 0 -1.65874 100 24 -0.602859 100 29 0 0 0 0 0 0 0 0
2600 -249.685 -0.875749 100 28 0 0 0 0 0 0 0 0 0 -1.4537 100 34 -1.6311 100 25 0 0 0 0 0 0 0 0
2700 -248.277 -0.758899 100 21 0 0 0 0 0 0 0 0 0 -1.8766 100 18 -0.57668 100 26 0 0 0 0 0 0 0 0
2800 -247.215 -1.25933 100 23 0 0 0 0 0 0 0 0 0 -1.43861 100 22 -1.13542 100 20 0 0 0 0 0 0 0 0
2900 -248.648 -1.13533 100 21 0 0 0 0 0 0 0 0 0 -1.2585 100 22 -1.5208 100 24 0 0 0 0 0 0 0 0
3000 -246.815 -1.02455 100 20 0 0 0 0 0 0 0 0 0 -1.59463 100 33 -0.685707 100 26 0 0 0 0 0 0 0 0
3100 -248.066 -0.561619 100 30 0 0 0 0 0 0 0 0 0 -1.73685 100 26 -0.964581 100 26 0 0 0 0 0 0 0 0
3200 -248.126 -1.29415 100 27 0 0 0 0 0 0 0 0 0 -1.69207 100 24 -0.601465 100 25 0 0 0 0 0 0 0 0
3300 -246.933 -1.00748 100 17 0 0 0 0 0 0 0 0 0 -1.60508 100 21 -0.902953 100 28 0 0 0 0 0 0 0 0
3400 -248.281 -0.375579 100 25 0 0 0 0 0 0 0 0 0 -1.60169 100 24 -0.608108 100 17 0 0 0 0 0 0 0 0
3500 -248.537 -0.9636 100 28 0 0 0 0 0 0 0 0 0 -1.45946 100 31 -1.46844 100 26 0 0 0 0 0 0 0 0
3600 -247.153 -0.894495 100 24 0 0 0 0 0 0 0 0 0 -1.36407 100 26 -1.02225 100 24 0 0 0 0 0 0 0 0
3700 -248.359 -0.507669 100 19 0 0 0 0 0 0 0 0 0 -1.43801 100 17 -0.996806 100 23 0 0 0 0 0 0 0 0
3800 -247.143 -0.733906 100 22 0 0 0 0 0 0 0 0 0 -1.57839 100 24 -0.557031 100 23 0 0 0 0 0 0 0 0
3900 -247.026 -1.04484 100 25 0 0 0 0 0 0 0 0 0 -1.38863 100 19 -1.14711 100 24 0 0 0 0 0 0 0 0
4000 -249.149 -1.85124 100 28 0 0 0 0 0 0 0 0 0 -1.38365 100 37 -0.927434 100 30 0 0 0 0 0 0 0 0
4100 -249.504 -1.65615 100 14 0 0 0 0 0 0 0 0 0 -1.25844 100 19 -1.52659 100 22 0 0 0 0 0 0 0 0
4200 -249.397 -0.195698 100 23 0 0 0 0 0 0 0 0 0 -1.96788 100 26 -0.387108 100 29 0 0 0 0 0 0 0 0
